"COUNTRY","Country ","SEX","Sex","FIELD","Field","ISC11_LEVEL_CAT","Level of education","INDICATOR","Indicator","YEAR","Year ","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ISR","Israel","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ISR","Israel","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ISR","Israel","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,19.98,,
"ISR","Israel","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,26.949,,
"ISR","Israel","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.035,,
"ISR","Israel","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.7,,
"ISR","Israel","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.153,,
"ISR","Israel","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.637,,
"ISR","Israel","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.422,,
"ISR","Israel","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.366,,
"ISR","Israel","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.519,,
"ISR","Israel","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,30.495,,
"ISR","Israel","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,25.368,,
"ISR","Israel","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,39.284,,
"ISR","Israel","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.81,,
"ISR","Israel","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.951,,
"ISR","Israel","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.283,,
"ISR","Israel","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.216,,
"ISR","Israel","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.426,,
"ISR","Israel","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.57,,
"ISR","Israel","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.927,,
"ISR","Israel","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.945,,
"ISR","Israel","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.038,,
"ISR","Israel","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.567,,
"ISR","Israel","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.453,,
"ISR","Israel","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.764,,
"ISR","Israel","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.883,,
"ISR","Israel","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,18.391,,
"ISR","Israel","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.869,,
"ISR","Israel","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ISR","Israel","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"ISR","Israel","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"LVA","Latvia","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.688,,
"LVA","Latvia","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.498,,
"LVA","Latvia","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.079,,
"LVA","Latvia","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.933,,
"LVA","Latvia","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.17,,
"LVA","Latvia","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.468,,
"LVA","Latvia","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.317,,
"LVA","Latvia","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.108,,
"LVA","Latvia","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.748,,
"LVA","Latvia","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,31.538,,
"LVA","Latvia","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,32.635,,
"LVA","Latvia","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,29.353,,
"LVA","Latvia","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.615,,
"LVA","Latvia","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.404,,
"LVA","Latvia","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.036,,
"LVA","Latvia","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.231,,
"LVA","Latvia","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.383,,
"LVA","Latvia","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.914,,
"LVA","Latvia","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.034,,
"LVA","Latvia","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.018,,
"LVA","Latvia","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.022,,
"LVA","Latvia","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.707,,
"LVA","Latvia","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.625,,
"LVA","Latvia","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.871,,
"LVA","Latvia","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,20.817,,
"LVA","Latvia","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.357,,
"LVA","Latvia","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,15.755,,
"LVA","Latvia","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.12,,
"LVA","Latvia","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.801,,
"LVA","Latvia","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.755,,
"LTU","Lithuania","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.157,,
"LTU","Lithuania","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.122,,
"LTU","Lithuania","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.222,,
"LTU","Lithuania","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.059,,
"LTU","Lithuania","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.534,,
"LTU","Lithuania","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.369,,
"LTU","Lithuania","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.855,,
"LTU","Lithuania","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,7.589,,
"LTU","Lithuania","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.514,,
"LTU","Lithuania","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,11.769,,
"LTU","Lithuania","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,13.291,,
"LTU","Lithuania","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.993,,
"LTU","Lithuania","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,28.309,,
"LTU","Lithuania","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,30.215,,
"LTU","Lithuania","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,24.833,,
"LTU","Lithuania","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.771,,
"LTU","Lithuania","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.363,,
"LTU","Lithuania","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.514,,
"LTU","Lithuania","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.267,,
"LTU","Lithuania","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.954,,
"LTU","Lithuania","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.663,,
"LTU","Lithuania","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.181,,
"LTU","Lithuania","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.981,,
"LTU","Lithuania","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,27.313,,
"LTU","Lithuania","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.792,,
"LTU","Lithuania","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.699,,
"LTU","Lithuania","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.961,,
"LTU","Lithuania","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,23.303,,
"LTU","Lithuania","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,27.07,,
"LTU","Lithuania","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,16.432,,
"LTU","Lithuania","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.537,,
"LTU","Lithuania","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0.183,,
"LTU","Lithuania","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.184,,
"RUS","Russia","T","Total","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"RUS","Russia","F","Women","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"RUS","Russia","M","Men","F00","Generic programmes and qualifications","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,0,,
"RUS","Russia","T","Total","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.637,,
"RUS","Russia","F","Women","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,9.33,,
"RUS","Russia","M","Men","F01","Education","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.425,,
"RUS","Russia","T","Total","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.432,,
"RUS","Russia","F","Women","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.937,,
"RUS","Russia","M","Men","F02","Arts and humanities","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.637,,
"RUS","Russia","T","Total","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.201,,
"RUS","Russia","F","Women","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,6.941,,
"RUS","Russia","M","Men","F03","Social sciences, journalism and information","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.127,,
"RUS","Russia","T","Total","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,37.016,,
"RUS","Russia","F","Women","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,41.745,,
"RUS","Russia","M","Men","F04","Business, administration and law","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,31.377,,
"RUS","Russia","T","Total","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.166,,
"RUS","Russia","F","Women","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.079,,
"RUS","Russia","M","Men","F05","Natural sciences, mathematics and statistics","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.269,,
"RUS","Russia","T","Total","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,3.075,,
"RUS","Russia","F","Women","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.541,,
"RUS","Russia","M","Men","F06","Information and Communication Technologies","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.905,,
"RUS","Russia","T","Total","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,22.068,,
"RUS","Russia","F","Women","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.811,,
"RUS","Russia","M","Men","F07","Engineering, manufacturing and construction","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,35.492,,
"RUS","Russia","T","Total","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.046,,
"RUS","Russia","F","Women","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,2.324,,
"RUS","Russia","M","Men","F08","Agriculture, forestry, fisheries and veterinary","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,1.715,,
"RUS","Russia","T","Total","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,10.419,,
"RUS","Russia","F","Women","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,14.218,,
"RUS","Russia","M","Men","F09","Health and welfare","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.89,,
"RUS","Russia","T","Total","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,5.94,,
"RUS","Russia","F","Women","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,4.076,,
"RUS","Russia","M","Men","F10","Services","L7","Master’s or equivalent level (ISCED2011 level 7)","GRAD_SHARE_FIELDS","Share of graduates by field","2017","2017","PC","Percentage","0","Units",,,8.163,,
